customerkey,FirstName,LastName,MiddleName,AddressLine1,AddressLine2,City,StateProvinceCode,StateProvinceName,EnglishCountryRegionName,CountryRegionCode,PostalCode,Phone,maritalstatus,EmailAddress,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,CommuteDistance,Region,Age,BikeBuyer,ClothingBuyer,AccessoryBuyer,ComponentBuyer
25837,Timothy,Cook,H,792 Greendell Rd.,NULL,Newport Beach,CA,California,United States,US,92625,246-555-0148,Married,timothy23@adventure-works.com,Male,50000,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,72,0,0,1,0
25838,Makayla,Reed,NULL,2798 Rankin Way,NULL,La Jolla,CA,California,United States,US,92806,833-555-0142,Single,makayla16@adventure-works.com,Female,60000,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,66,0,0,1,0
25839,Connor,Powell,M,6733 North Star Dr,NULL,Chula Vista,CA,California,United States,US,91910,323-555-0159,Married,connor5@adventure-works.com,Male,60000,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,71,0,1,1,0
25840,Karla,Pal,A,5296 Covington Court,NULL,Bellflower,CA,California,United States,US,90706,735-555-0180,Married,karla13@adventure-works.com,Female,60000,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,72,1,0,1,0
25841,Lindsey,Becker,J,4535 Sun Hill Lane,NULL,Berkeley,CA,California,United States,US,94704,869-555-0154,Single,lindsey20@adventure-works.com,Female,60000,3,0,Graduate Degree,Management,0,2,1-2 Miles,North America,72,0,0,1,0
25842,Cole,Brooks,NULL,4186 Silver Oaks Pl.,NULL,Newport Beach,CA,California,United States,US,92625,502-555-0162,Married,cole2@adventure-works.com,Male,60000,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,71,0,0,1,0
25843,Hunter,Perez,E,7463 Hackney Lane,NULL,Puyallup,WA,Washington,United States,US,98371,217-555-0168,Single,hunter32@adventure-works.com,Male,60000,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,71,0,0,1,0
25844,Riley,Butler,M,3271 Norse Ct,NULL,Coronado,CA,California,United States,US,92118,293-555-0134,Single,riley12@adventure-works.com,Female,40000,4,0,High School,Professional,0,2,1-2 Miles,North America,63,0,0,1,0
25845,Timothy,Campbell,NULL,9255 Katharyn Drive,NULL,N. Vancouver,BC,British Columbia,Canada,CA,V7L 4J4,679-555-0161,Single,timothy32@adventure-works.com,Male,60000,3,0,Bachelors,Management,0,2,1-2 Miles,North America,69,0,1,1,0
25846,Faith,Bailey,D,9574 Silverado Drive,NULL,Kirkland,WA,Washington,United States,US,98033,391-555-0110,Married,faith33@adventure-works.com,Female,60000,3,0,Bachelors,Management,1,2,10+ Miles,North America,69,0,0,1,0
25847,Destiny,Brown,NULL,9043 Monterey Ave.,NULL,Everett,WA,Washington,United States,US,98201,175-555-0123,Married,destiny4@adventure-works.com,Female,60000,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,69,0,0,1,0
25848,Samuel,Robinson,L,1883 Cowell Rd.,NULL,Imperial Beach,CA,California,United States,US,91932,755-555-0139,Single,samuel58@adventure-works.com,Male,40000,4,0,High School,Professional,1,2,10+ Miles,North America,68,0,0,1,0
25849,Danielle,Cooper,J,1161 Daffodil Dr.,NULL,Burbank,CA,California,United States,US,91502,657-555-0165,Married,danielle20@adventure-works.com,Female,50000,3,0,Bachelors,Management,1,2,10+ Miles,North America,68,0,0,1,0
25850,Jared,Sanchez,J,2153 Hooftrail Way,NULL,Langley,BC,British Columbia,Canada,CA,V3A 4R2,164-555-0112,Married,jared19@adventure-works.com,Male,50000,3,0,Bachelors,Management,1,2,10+ Miles,North America,69,0,1,1,0
25851,Seth,Washington,J,9488 St. Francis Dr.,NULL,Bellingham,WA,Washington,United States,US,98225,599-555-0191,Single,seth61@adventure-works.com,Male,50000,4,0,Bachelors,Management,0,2,1-2 Miles,North America,69,0,0,1,0
25852,Amanda,Bennett,M,9828 Hook Court,NULL,Lynnwood,WA,Washington,United States,US,98036,419-555-0113,Single,amanda22@adventure-works.com,Female,50000,4,0,Bachelors,Management,0,2,1-2 Miles,North America,62,0,0,1,0
25853,Chloe,Collins,L,345 Branding Court,NULL,Spokane,WA,Washington,United States,US,99202,615-555-0185,Married,chloe1@adventure-works.com,Female,60000,4,0,Bachelors,Management,1,2,10+ Miles,North America,66,0,0,1,0
25854,Jordan,Chen,NULL,6336 La Orinda Pl,NULL,Burlingame,CA,California,United States,US,94010,149-555-0174,Married,jordan21@adventure-works.com,Male,60000,4,0,Bachelors,Management,1,2,10+ Miles,North America,66,0,0,1,0
25855,Dylan,Diaz,NULL,4045 Hillview Dr,NULL,Bellingham,WA,Washington,United States,US,98225,551-555-0183,Single,dylan21@adventure-works.com,Male,60000,4,0,Bachelors,Management,0,2,1-2 Miles,North America,67,0,0,1,0
25856,Benjamin,Sharma,H,7939 O St.,NULL,Chula Vista,CA,California,United States,US,91910,548-555-0132,Single,benjamin32@adventure-works.com,Male,30000,4,0,High School,Professional,1,2,10+ Miles,North America,65,1,0,1,0
25857,Abigail,Perry,M,4442 G Street,NULL,W. Linn,OR,Oregon,United States,US,97068,487-555-0186,Single,abigail75@adventure-works.com,Female,30000,5,0,Partial High School,Clerical,0,2,10+ Miles,North America,65,1,0,0,0
25858,Mariah,Gonzales,V,6998 Courthouse Drive,NULL,Milwaukie,OR,Oregon,United States,US,97222,787-555-0196,Single,mariah22@adventure-works.com,Female,20000,5,0,Partial High School,Clerical,1,3,10+ Miles,North America,64,0,0,1,0
25859,Mackenzie,Peterson,M,3752 San Ramon Valley Blvd.,NULL,Lake Oswego,OR,Oregon,United States,US,97034,490-555-0161,Single,mackenzie3@adventure-works.com,Female,20000,5,0,Partial High School,Clerical,1,3,10+ Miles,North America,64,0,0,1,0
25860,Justin,Thomas,J,1023 Riveria Way,NULL,Burbank,CA,California,United States,US,91502,518-555-0138,Single,justin30@adventure-works.com,Male,20000,5,0,Partial High School,Clerical,1,3,10+ Miles,North America,64,0,0,1,0
25861,Garrett,Cooper,C,5854 Lombardy Lane,NULL,Woodland Hills,CA,California,United States,US,91364,150-555-0160,Married,garrett13@adventure-works.com,Male,30000,5,0,Partial High School,Skilled Manual,1,4,10+ Miles,North America,65,1,0,0,0
25862,Jared,Bell,NULL,4066 St. Germain Lane,NULL,Coronado,CA,California,United States,US,92118,149-555-0130,Married,jared15@adventure-works.com,Male,30000,2,1,Partial High School,Skilled Manual,0,2,1-2 Miles,North America,64,0,0,1,0
25863,Sydney,Wright,S,4193 E. 28th Street,NULL,Lebanon,OR,Oregon,United States,US,97355,285-555-0113,Single,sydney61@adventure-works.com,Female,40000,5,0,High School,Professional,1,3,10+ Miles,North America,63,1,0,1,0
25864,Petr,Lazecky,NULL,5497 St. Andrews Way,NULL,Vancouver,BC,British Columbia,Canada,CA,V7L 4J4,726-555-0126,Married,petr0@adventure-works.com,Female,40000,5,0,High School,Professional,1,3,10+ Miles,North America,63,1,0,0,0
25865,Tristan,Butler,NULL,6654 Shelly Dr.,NULL,Kirkland,WA,Washington,United States,US,98033,981-555-0185,Married,tristan15@adventure-works.com,Male,40000,5,0,High School,Professional,1,3,10+ Miles,North America,63,1,1,0,0
25866,Tristan,Perry,G,7917 Snowberry Court,NULL,W. Linn,OR,Oregon,United States,US,97068,361-555-0153,Married,tristan8@adventure-works.com,Male,40000,5,0,High School,Professional,1,4,10+ Miles,North America,63,1,0,1,0
25867,Carlos,Carter,A,1019 Buchanan Road,NULL,Woodland Hills,CA,California,United States,US,91364,513-555-0141,Single,carlos38@adventure-works.com,Male,70000,5,0,Bachelors,Management,1,3,10+ Miles,North America,63,1,0,0,0
25868,Jessica,Lewis,W,4591 Paso Del Rio Court,NULL,Woodland Hills,CA,California,United States,US,91364,569-555-0148,Married,jessica69@adventure-works.com,Female,70000,5,0,Bachelors,Management,1,3,10+ Miles,North America,63,1,0,1,0
25869,Lucas,Parker,NULL,7040 Bush Avenue,NULL,Redmond,WA,Washington,United States,US,98052,784-555-0110,Married,lucas9@adventure-works.com,Male,40000,2,1,High School,Professional,1,2,2-5 Miles,North America,57,0,1,1,0
25870,Edward,Gonzales,M,8474 Haynes Court,NULL,Lebanon,OR,Oregon,United States,US,97355,347-555-0116,Married,edward65@adventure-works.com,Male,40000,2,1,High School,Professional,1,2,2-5 Miles,North America,62,0,0,1,0
25871,Jason,Nelson,R,8537 Bayview Circle,NULL,Issaquah,WA,Washington,United States,US,98027,853-555-0127,Single,jason38@adventure-works.com,Male,40000,2,1,High School,Professional,1,2,10+ Miles,North America,62,0,0,1,0
25872,Melanie,Ross,H,7419 Heights Avenue,NULL,Sedro Woolley,WA,Washington,United States,US,98284,272-555-0191,Single,melanie19@adventure-works.com,Female,70000,2,1,Bachelors,Management,0,1,2-5 Miles,North America,51,1,0,1,0
25873,Isaiah,Sanders,NULL,8879 Alray Dr.,NULL,Langley,BC,British Columbia,Canada,CA,V3A 4R2,550-555-0179,Single,isaiah2@adventure-works.com,Male,70000,2,1,Bachelors,Management,1,1,10+ Miles,North America,62,0,0,1,0
25874,Jessica,Hall,NULL,786 Rachele Road,NULL,Olympia,WA,Washington,United States,US,98501,812-555-0126,Married,jessica72@adventure-works.com,Female,70000,2,1,Bachelors,Management,1,1,10+ Miles,North America,57,0,0,1,0
25875,Jocelyn,Price,D,329 Shell Dr,NULL,Port Hammond,BC,British Columbia,Canada,CA,V6B 3P7,203-555-0154,Married,jocelyn0@adventure-works.com,Female,40000,2,1,High School,Professional,0,2,2-5 Miles,North America,56,1,0,0,0
25876,Noah,King,NULL,4421 Euclid Ave.,NULL,Walla Walla,WA,Washington,United States,US,99362,498-555-0178,Married,noah46@adventure-works.com,Male,60000,2,1,Partial College,Professional,1,1,2-5 Miles,North America,61,1,0,1,0
25877,Alyssa,Price,NULL,1721 Dianda,NULL,Walla Walla,WA,Washington,United States,US,99362,553-555-0180,Single,alyssa47@adventure-works.com,Female,60000,2,1,Partial College,Professional,1,1,10+ Miles,North America,61,0,1,1,0
25878,Brianna,Simmons,E,3029 Heather Leaf Ln.,NULL,Los Angeles,CA,California,United States,US,90012,706-555-0114,Single,brianna60@adventure-works.com,Female,60000,2,1,Bachelors,Management,0,0,2-5 Miles,North America,61,1,0,1,0
25879,Alyssa,Wood,S,9838 Carob Way,NULL,Mill Valley,CA,California,United States,US,94941,166-555-0119,Single,alyssa48@adventure-works.com,Female,60000,2,1,Bachelors,Management,1,0,10+ Miles,North America,61,1,1,1,0
25880,Jackson,Kumar,NULL,5785 Ygnacio Valley Road,NULL,Redwood City,CA,California,United States,US,94063,978-555-0158,Married,jackson1@adventure-works.com,Male,60000,2,1,Bachelors,Management,1,0,10+ Miles,North America,61,0,0,1,0
25881,Jennifer,Clark,NULL,4509 N. Michell Canyon Rd.,NULL,San Carlos,CA,California,United States,US,94070,112-555-0188,Married,jennifer46@adventure-works.com,Female,60000,2,1,Bachelors,Management,1,0,10+ Miles,North America,56,0,0,1,0
25882,Edward,Roberts,S,130 North Main St.,NULL,San Diego,CA,California,United States,US,92102,597-555-0116,Married,edward15@adventure-works.com,Male,60000,2,1,Bachelors,Management,1,0,10+ Miles,North America,61,0,0,1,0
25883,Luis,Carter,E,8052 Weston Court,NULL,Westminster,BC,British Columbia,Canada,CA,V3L 1H4,657-555-0155,Married,luis43@adventure-works.com,Male,60000,2,1,Partial College,Professional,1,2,2-5 Miles,North America,55,1,0,0,0
25884,Elijah,Evans,S,3055 Mt. Trinity Ct.,NULL,Newton,BC,British Columbia,Canada,CA,V2L3W8,734-555-0154,Married,elijah29@adventure-works.com,Male,40000,2,1,Partial High School,Skilled Manual,1,2,10+ Miles,North America,59,0,0,1,0
25885,Hailey,Washington,S,9276 Blackwood Drive,NULL,Sooke,BC,British Columbia,Canada,CA,V0,380-555-0191,Married,hailey33@adventure-works.com,Female,40000,2,1,Partial High School,Skilled Manual,1,2,10+ Miles,North America,54,0,0,1,0
25886,Rachel,Rogers,NULL,3168 Thames Drive,NULL,Marysville,WA,Washington,United States,US,98270,262-555-0119,Married,rachel30@adventure-works.com,Female,60000,2,1,Partial College,Professional,1,2,2-5 Miles,North America,59,1,1,1,0
25887,Jack,Collins,J,318 Liana Lane,NULL,Puyallup,WA,Washington,United States,US,98371,945-555-0193,Married,jack37@adventure-works.com,Male,60000,2,1,Partial College,Professional,1,2,2-5 Miles,North America,54,1,1,1,0
25888,Morgan,Edwards,D,525 Sea Point Way,NULL,Tacoma,WA,Washington,United States,US,98403,890-555-0175,Married,morgan1@adventure-works.com,Female,60000,2,1,Partial College,Professional,1,2,2-5 Miles,North America,54,1,0,1,0
25889,Reginald,Munoz,C,9622 Precipice Court,NULL,Burbank,CA,California,United States,US,91502,808-555-0181,Married,reginald14@adventure-works.com,Male,60000,2,1,Partial College,Professional,0,1,2-5 Miles,North America,59,1,0,1,0
25890,Chloe,Brown,D,2944 Wren Ave,NULL,Burlingame,CA,California,United States,US,94010,658-555-0137,Married,chloe38@adventure-works.com,Female,60000,2,1,Partial College,Professional,1,1,10+ Miles,North America,59,0,0,1,0
25891,Brandon,Johnson,J,1450 A St.,NULL,Woodland Hills,CA,California,United States,US,91364,516-555-0162,Single,brandon38@adventure-works.com,Male,80000,3,1,Bachelors,Management,0,1,1-2 Miles,North America,59,1,0,0,0
25892,Stephanie,Price,NULL,3083 Boatwright Dr.,#6,Port Hammond,BC,British Columbia,Canada,CA,V6B 3P7,192-555-0173,Married,stephanie28@adventure-works.com,Female,60000,2,1,High School,Professional,1,2,2-5 Miles,North America,59,1,0,0,0
25893,Alexia,Alexander,NULL,1733 Concord Place,NULL,Bremerton,WA,Washington,United States,US,98312,356-555-0116,Single,alexia15@adventure-works.com,Female,60000,2,1,High School,Professional,1,2,10+ Miles,North America,58,0,0,1,0
25894,Steve,Zeng,NULL,717 Westwood Court,NULL,Burbank,CA,California,United States,US,91502,649-555-0123,Married,steve25@adventure-works.com,Male,60000,2,1,Partial College,Professional,1,2,10+ Miles,North America,58,0,1,1,0
25895,Jesse,Richardson,M,4364 Chelsea,NULL,Oregon City,OR,Oregon,United States,US,97045,691-555-0172,Married,jesse9@adventure-works.com,Male,40000,2,1,Partial High School,Skilled Manual,0,4,2-5 Miles,North America,58,1,0,1,0
25896,Marissa,Coleman,NULL,6994 Walnut Ave,NULL,Corvallis,OR,Oregon,United States,US,97330,994-555-0149,Married,marissa4@adventure-works.com,Female,70000,2,1,High School,Professional,1,2,10+ Miles,North America,57,0,1,1,0
25897,Kimberly,Bailey,NULL,4499 Alpha Way,NULL,San Diego,CA,California,United States,US,92102,350-555-0149,Married,kimberly18@adventure-works.com,Female,70000,2,1,High School,Professional,1,2,10+ Miles,North America,57,0,0,1,0
25898,Brittney,Cai,L,4837 Mohr Lane,NULL,Ballard,WA,Washington,United States,US,98107,149-555-0119,Married,brittney20@adventure-works.com,Female,70000,2,1,High School,Professional,1,2,2-5 Miles,North America,57,0,0,1,0
25899,Caitlin,Rogers,D,6211 Piedmont Dr,NULL,Imperial Beach,CA,California,United States,US,91932,628-555-0110,Married,caitlin17@adventure-works.com,Female,70000,2,1,High School,Professional,1,2,10+ Miles,North America,57,0,0,1,0
25900,Haley,Sanders,NULL,4009 San Ysidro Court,NULL,Olympia,WA,Washington,United States,US,98501,299-555-0126,Married,haley19@adventure-works.com,Female,70000,2,1,Partial High School,Skilled Manual,1,2,10+ Miles,North America,58,0,1,1,0
25901,Lucas,Harris,E,404 Sunshine,NULL,Long Beach,CA,California,United States,US,90802,921-555-0176,Married,lucas27@adventure-works.com,Male,70000,2,1,Partial High School,Skilled Manual,0,2,2-5 Miles,North America,57,1,1,0,0
25902,Cameron,Li,NULL,1176 Oil Road,NULL,Redmond,WA,Washington,United States,US,98052,717-555-0118,Married,cameron22@adventure-works.com,Male,70000,2,1,Partial High School,Skilled Manual,1,2,10+ Miles,North America,57,0,0,1,0
25903,Marshall,Rai,A,1349 Stephine Way,NULL,Bellingham,WA,Washington,United States,US,98225,494-555-0140,Married,marshall38@adventure-works.com,Male,70000,2,1,Partial High School,Skilled Manual,1,2,2-5 Miles,North America,57,1,0,1,0
25904,Ian,Collins,NULL,2755 Fairfield Ave,NULL,Issaquah,WA,Washington,United States,US,98027,172-555-0177,Single,ian39@adventure-works.com,Male,60000,3,1,High School,Professional,1,2,10+ Miles,North America,56,0,1,1,0
25905,Nathan,Hayes,K,2625 Poncho St,NULL,Mill Valley,CA,California,United States,US,94941,131-555-0124,Married,nathan19@adventure-works.com,Male,60000,3,1,Partial High School,Skilled Manual,0,3,2-5 Miles,North America,50,1,1,0,0
25908,Melissa,Long,NULL,7855 Waterhigh Street,NULL,Long Beach,CA,California,United States,US,90802,520-555-0114,Married,melissa4@adventure-works.com,Female,60000,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,31,0,0,1,0
25909,Chase,James,J,5763 Reed Way,NULL,National City,CA,California,United States,US,91950,144-555-0188,Married,chase0@adventure-works.com,Male,60000,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,30,1,0,1,0
25910,Natalie,Miller,R,5927 Diokmo Ct.,NULL,National City,CA,California,United States,US,91950,117-555-0198,Married,natalie73@adventure-works.com,Female,60000,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,30,1,1,0,0
25911,Alexandra,Sanders,NULL,7644 Corte Segunda,NULL,Langford,BC,British Columbia,Canada,CA,V9,932-555-0172,Single,alexandra22@adventure-works.com,Female,40000,0,0,High School,Skilled Manual,0,2,1-2 Miles,North America,32,1,0,0,0
25914,Seth,Hughes,NULL,5043 Minert Rd.,NULL,Seattle,WA,Washington,United States,US,98104,703-555-0128,Married,seth59@adventure-works.com,Male,30000,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,32,0,0,1,0
25915,Paige,Bryant,J,6136 North 68th St,NULL,Seattle,WA,Washington,United States,US,98104,368-555-0178,Single,paige17@adventure-works.com,Female,30000,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,31,0,1,1,0
25916,Naomi,Serrano,NULL,8018 Pinnacle Drive,NULL,Burbank,CA,California,United States,US,91502,871-555-0191,Married,naomi17@adventure-works.com,Female,60000,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,31,1,0,1,0
25917,Kyle,Long,NULL,1248 Tanager Cir,NULL,El Cajon,CA,California,United States,US,92020,580-555-0126,Married,kyle4@adventure-works.com,Male,60000,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,32,1,1,1,0
25924,Hannah,Robinson,NULL,536 Beech Ct.,NULL,Redwood City,CA,California,United States,US,94063,609-555-0161,Single,hannah16@adventure-works.com,Female,70000,0,0,Partial College,Skilled Manual,0,2,0-1 Miles,North America,31,1,0,1,0
25925,Brianna,Cooper,NULL,6482 Colt Ct.,NULL,Cliffside,BC,British Columbia,Canada,CA,V8Y 1L1,117-555-0114,Married,brianna35@adventure-works.com,Female,40000,0,0,Bachelors,Professional,0,2,1-2 Miles,North America,32,0,1,1,0
25929,Alexandra,Gray,NULL,3799 Hilton Way,NULL,Lynnwood,WA,Washington,United States,US,98036,530-555-0166,Single,alexandra17@adventure-works.com,Female,40000,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,32,0,0,1,0
25930,Ethan,Harris,L,8782 Jamie Way.,NULL,Lynnwood,WA,Washington,United States,US,98036,353-555-0161,Single,ethan47@adventure-works.com,Male,40000,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,32,0,0,1,0
25931,Ryan,Henderson,M,4292 Wellington Avenue,NULL,Port Orchard,WA,Washington,United States,US,98366,813-555-0141,Single,ryan7@adventure-works.com,Male,40000,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,32,0,0,1,0
25932,Marcus,Rodriguez,NULL,5863 Sierra,NULL,Portland,OR,Oregon,United States,US,97205,250-555-0141,Single,marcus21@adventure-works.com,Male,40000,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,32,0,1,1,0
25933,Dalton,Stewart,L,2269 Bynum Way,NULL,Fremont,CA,California,United States,US,94536,972-555-0138,Single,dalton88@adventure-works.com,Male,60000,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,32,0,1,1,0
25934,Luke,King,NULL,9546 Cardinal Ct.,NULL,Lincoln Acres,CA,California,United States,US,91950,118-555-0120,Single,luke49@adventure-works.com,Male,70000,0,0,Partial College,Skilled Manual,0,2,0-1 Miles,North America,32,0,0,1,0
25942,Brianna,Brooks,J,3162 Asilomaar Dr,NULL,San Diego,CA,California,United States,US,92102,135-555-0160,Single,brianna45@adventure-works.com,Female,60000,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,30,1,1,0,0
25943,Brianna,McDonald,NULL,5765 Mellowood St.,NULL,Novato,CA,California,United States,US,94947,236-555-0183,Single,brianna55@adventure-works.com,Female,70000,0,0,Partial College,Skilled Manual,0,2,0-1 Miles,North America,31,1,0,1,0
25950,Kyle,Kumar,NULL,1640 West Way,NULL,Marysville,WA,Washington,United States,US,98270,486-555-0196,Single,kyle24@adventure-works.com,Male,40000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,34,0,0,1,0
25951,Anthony,Anderson,A,4264 Oak Creek Ct.,NULL,Beverly Hills,CA,California,United States,US,90210,148-555-0116,Single,anthony19@adventure-works.com,Male,40000,0,0,High School,Skilled Manual,0,2,1-2 Miles,North America,29,1,1,1,0
25952,Jon,Alonso,NULL,9518 Lakeview Place,NULL,Colma,CA,California,United States,US,94014,410-555-0144,Single,jon18@adventure-works.com,Male,40000,0,0,High School,Skilled Manual,0,2,1-2 Miles,North America,34,1,1,0,0
25953,Hunter,Butler,A,701 Golf Club Road,NULL,Concord,CA,California,United States,US,94519,153-555-0152,Married,hunter11@adventure-works.com,Male,40000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,34,0,0,1,0
25954,Noah,Carter,E,9720 Dalis Dr.,NULL,San Gabriel,CA,California,United States,US,91776,625-555-0118,Married,noah37@adventure-works.com,Male,60000,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,34,0,0,1,0
25955,Anna,Robinson,NULL,923 Woodbury Place,NULL,Santa Monica,CA,California,United States,US,90401,173-555-0186,Single,anna56@adventure-works.com,Female,60000,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,34,1,1,0,0
25956,Charles,Ramirez,J,9323 Cowell Road,NULL,Corvallis,OR,Oregon,United States,US,97330,509-555-0118,Married,charles55@adventure-works.com,Male,50000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,35,0,0,1,0
25957,Stephanie,Washington,NULL,3556 Mt. Tri-state Court,NULL,Woodland Hills,CA,California,United States,US,91364,418-555-0180,Married,stephanie40@adventure-works.com,Female,60000,0,0,Partial College,Professional,0,2,1-2 Miles,North America,33,0,1,1,0
25959,Katherine,Hall,NULL,8795 Cunha Ct.,NULL,Lemon Grove,CA,California,United States,US,91945,370-555-0119,Single,katherine96@adventure-works.com,Female,60000,0,0,Partial College,Professional,0,2,1-2 Miles,North America,33,0,0,1,0
25962,Jordyn,Jenkins,J,2383 Mt. Davidson Court,NULL,Lynnwood,WA,Washington,United States,US,98036,375-555-0183,Single,jordyn6@adventure-works.com,Female,80000,0,0,Bachelors,Management,0,1,0-1 Miles,North America,31,1,0,1,0
25963,Charles,Morris,NULL,6857 Bentley St.,NULL,Kirkland,WA,Washington,United States,US,98033,233-555-0153,Single,charles66@adventure-works.com,Male,60000,0,0,Partial College,Professional,1,2,5-10 Miles,North America,35,0,0,1,0
25964,Christopher,Winston,NULL,5603 Blackridge Drive,NULL,Lake Oswego,OR,Oregon,United States,US,97034,269-555-0153,Single,christopher26@adventure-works.com,Male,60000,0,0,Partial College,Professional,0,2,1-2 Miles,North America,36,1,0,1,0
25965,Andrea,Roberts,A,5196 Jabber Place,NULL,Newport Beach,CA,California,United States,US,92625,173-555-0161,Single,andrea29@adventure-works.com,Female,130000,0,1,Graduate Degree,Management,0,4,1-2 Miles,North America,43,0,0,1,0
25966,Alex,Watson,B,5047 Northwood Dr.,NULL,San Diego,CA,California,United States,US,92102,137-555-0122,Married,alex3@adventure-works.com,Male,130000,1,1,Graduate Degree,Management,1,4,0-1 Miles,North America,43,0,0,1,0
25967,Alexis,Martinez,S,3783 Dartmouth Way,NULL,Mill Valley,CA,California,United States,US,94941,837-555-0194,Married,alexis14@adventure-works.com,Female,70000,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,52,0,0,1,0
25968,Benjamin,Powell,F,5070 Via Alta,NULL,Oregon City,OR,Oregon,United States,US,97045,898-555-0166,Married,benjamin9@adventure-works.com,Male,60000,4,4,Bachelors,Skilled Manual,1,3,10+ Miles,North America,45,0,0,1,0
25969,Jason,Parker,F,7338 Solano Drive,NULL,Glendale,CA,California,United States,US,91203,563-555-0110,Married,jason29@adventure-works.com,Male,60000,4,2,Bachelors,Skilled Manual,0,2,0-1 Miles,North America,45,1,0,1,0
25970,Hailey,James,C,3544 Brush Creek Drive,NULL,Edmonds,WA,Washington,United States,US,98020,378-555-0188,Single,hailey17@adventure-works.com,Female,60000,4,2,Bachelors,Skilled Manual,0,2,0-1 Miles,North America,45,1,0,1,0
25971,Savannah,Young,NULL,280 Plymouth Dr.,NULL,Oak Bay,BC,British Columbia,Canada,CA,V8P,785-555-0136,Single,savannah40@adventure-works.com,Female,70000,4,2,Bachelors,Professional,1,2,2-5 Miles,North America,47,1,0,1,0
25972,Jocelyn,Henderson,NULL,3187 Westwood Court,NULL,W. Linn,OR,Oregon,United States,US,97068,461-555-0112,Single,jocelyn5@adventure-works.com,Female,70000,4,2,Bachelors,Professional,0,2,0-1 Miles,North America,46,1,0,1,0
25973,Mariah,Griffin,NULL,8660 San Vincente Drive,NULL,Lebanon,OR,Oregon,United States,US,97355,988-555-0116,Single,mariah25@adventure-works.com,Female,70000,4,2,Bachelors,Professional,0,2,0-1 Miles,North America,47,1,0,1,0
25974,Noah,Jai,E,1082 Crivello Avenue,NULL,Glendale,CA,California,United States,US,91203,452-555-0118,Married,noah26@adventure-works.com,Male,70000,4,2,Bachelors,Professional,1,2,2-5 Miles,North America,41,1,0,1,0
25975,Ebony,Gutierrez,R,9938 Eastgate Lane,NULL,Bremerton,WA,Washington,United States,US,98312,847-555-0167,Single,ebony33@adventure-works.com,Female,70000,4,2,Bachelors,Professional,0,2,0-1 Miles,North America,47,1,1,1,0
25976,Hunter,Coleman,F,3824 Birch Bark Rd,NULL,El Cajon,CA,California,United States,US,92020,168-555-0167,Single,hunter2@adventure-works.com,Male,70000,0,0,Bachelors,Professional,0,1,0-1 Miles,North America,41,1,0,0,0
25977,Jenna,Lopez,M,3747 Likins Avenue,NULL,Woodland Hills,CA,California,United States,US,91364,278-555-0179,Married,jenna20@adventure-works.com,Female,60000,2,2,Graduate Degree,Professional,1,0,2-5 Miles,North America,36,1,0,1,0
25978,Morgan,Perez,NULL,9838 Westchester Pl.,NULL,La Jolla,CA,California,United States,US,92806,116-555-0188,Single,morgan9@adventure-works.com,Female,90000,5,0,Bachelors,Professional,1,0,0-1 Miles,North America,84,1,1,0,0
25979,Miguel,Edwards,NULL,5090 Pepper Way,NULL,Beaverton,OR,Oregon,United States,US,97005,627-555-0180,Single,miguel44@adventure-works.com,Male,70000,4,2,Bachelors,Professional,1,2,2-5 Miles,North America,41,1,0,0,0
25980,Julia,Jones,M,2934 Bentley St.,NULL,Renton,WA,Washington,United States,US,98055,667-555-0165,Single,julia25@adventure-works.com,Female,70000,4,2,Bachelors,Professional,1,3,2-5 Miles,North America,41,1,0,1,0
